,INDICATOR NAME,INDICATOR DESCRIPTION,INDICATOR FREQUENCY 1,INDICATOR FREQUENCY 2,PROVIDER,DATASET
135,BFFAOF_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Acquisition of Financial Assets, Other Sectors, Other Financial Corporations, US Dollars",A,Q,IMF,BOP
136,BFFAONF_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Acquisition of Financial Assets, Other Sectors, Nonfinancial Corporations, Households, NPISHs, Euros",A,Q,IMF,BOP
137,BFFAONF_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Acquisition of Financial Assets, Other Sectors, Nonfinancial Corporations, Households, NPISHs, US Dollars",A,Q,IMF,BOP
138,BFFAO_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Acquisition of Financial Assets, Other Sectors, Euros",A,Q,IMF,BOP
139,BFFAO_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Acquisition of Financial Assets, Other Sectors, US Dollars",A,Q,IMF,BOP
140,BFFAO_BP6_XDC,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Acquisition of Financial Assets, Other Sectors, National Currency",A,Q,IMF,BOP
141,BFFA_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Acquisition of Financial Assets, Euros",A,Q,IMF,BOP
142,BFFA_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Acquisition of Financial Assets, US Dollars",A,Q,IMF,BOP
143,BFFA_BP6_XDC,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Acquisition of Financial Assets, National Currency",A,Q,IMF,BOP
144,BFFCB_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Central Bank, Euros",A,Q,IMF,BOP
145,BFFCB_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Central Bank, US Dollars",A,Q,IMF,BOP
146,BFFCB_BP6_XDC,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Central Bank, National Currency",A,Q,IMF,BOP
147,BFFDC_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Deposit-taking Corporations, Except the Central Bank, Euros",A,Q,IMF,BOP
148,BFFDC_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Deposit-taking Corporations, Except the Central Bank, US Dollars",A,Q,IMF,BOP
149,BFFDC_BP6_XDC,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Deposit-taking Corporations, Except the Central Bank, National Currency",A,Q,IMF,BOP
150,BFFFD_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Financial Derivatives (Other Than Reserves), Euros",A,Q,IMF,BOP
151,BFFFD_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Financial Derivatives (Other Than Reserves), US Dollars",A,Q,IMF,BOP
152,BFFG_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, General Government, Euros",A,Q,IMF,BOP
153,BFFG_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, General Government, US Dollars",A,Q,IMF,BOP
154,BFFG_BP6_XDC,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, General Government, National Currency",A,Q,IMF,BOP
155,BFFLCB_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Central Bank, Euros",A,Q,IMF,BOP
156,BFFLCB_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Central Bank, US Dollars",A,Q,IMF,BOP
157,BFFLCB_BP6_XDC,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Central Bank, National Currency",A,Q,IMF,BOP
158,BFFLDC_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Deposit-taking Corporations, Except the Central Bank, Euros",A,Q,IMF,BOP
159,BFFLDC_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Deposit-taking Corporations, Except the Central Bank, US Dollars",A,Q,IMF,BOP
160,BFFLDC_BP6_XDC,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Deposit-taking Corporations, Except the Central Bank, National Currency",A,Q,IMF,BOP
161,BFFLFD_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Financial Derivatives (Other Than Reserves), Euros",A,Q,IMF,BOP
162,BFFLFD_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Financial Derivatives (Other Than Reserves), US Dollars",A,Q,IMF,BOP
163,BFFLG_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, General Government, Euros",A,Q,IMF,BOP
164,BFFLG_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, General Government, US Dollars",A,Q,IMF,BOP
165,BFFLG_BP6_XDC,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, General Government, National Currency",A,Q,IMF,BOP
166,BFFLMA_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Monetary Authorities (Where Relevant), Euros",A,Q,IMF,BOP
167,BFFLMA_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Monetary Authorities (Where Relevant), US Dollars",A,Q,IMF,BOP
168,BFFLOF_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Other Sectors, Other Financial Corporations, Euros",A,Q,IMF,BOP
169,BFFLOF_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Other Sectors, Other Financial Corporations, US Dollars",A,Q,IMF,BOP
170,BFFLONF_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Other Sectors, Nonfinancial Corporations, Households, NPISHs, Euros",A,Q,IMF,BOP
171,BFFLONF_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Other Sectors, Nonfinancial Corporations, Households, NPISHs, US Dollars",A,Q,IMF,BOP
172,BFFLO_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Other Sectors, Euros",A,Q,IMF,BOP
173,BFFLO_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Other Sectors, US Dollars",A,Q,IMF,BOP
174,BFFLO_BP6_XDC,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Other Sectors, National Currency",A,Q,IMF,BOP
175,BFFL_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, Euros",A,Q,IMF,BOP
176,BFFL_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, US Dollars",A,Q,IMF,BOP
177,BFFL_BP6_XDC,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Net Incurrence of Liabilities, National Currency",A,Q,IMF,BOP
178,BFFMA_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Monetary Authorities (Where Relevant), Euros",A,Q,IMF,BOP
179,BFFMA_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Monetary Authorities (Where Relevant), US Dollars",A,Q,IMF,BOP
180,BFFOF_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Other Sectors, Other Financial Corporations, Euros",A,Q,IMF,BOP
181,BFFOF_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Other Sectors, Other Financial Corporations, US Dollars",A,Q,IMF,BOP
182,BFFONF_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Other Sectors, Nonfinancial Corporations, Households, NPISHs, Euros",A,Q,IMF,BOP
183,BFFONF_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Other Sectors, Nonfinancial Corporations, Households, NPISHs, US Dollars",A,Q,IMF,BOP
184,BFFO_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Other Sectors, Euros",A,Q,IMF,BOP
185,BFFO_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Other Sectors, US Dollars",A,Q,IMF,BOP
186,BFFO_BP6_XDC,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Other Sectors, National Currency",A,Q,IMF,BOP
187,BFFR_BP6_USD,"Supplementary Items, Financial Account, Net (with Fund Record), US Dollars",A,Q,IMF,BOP
188,BFF_BP6_EUR,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, Euros",A,Q,IMF,BOP
189,BFF_BP6_USD,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, US Dollars",A,Q,IMF,BOP
190,BFF_BP6_XDC,"Financial Account, Financial Derivatives (Other Than Reserves) and Employee Stock Options, National Currency",A,Q,IMF,BOP
191,BFOADCB_BP6_USD,"Financial Account, Other Investment, Net Acquisition of Financial Assets, Debt Instruments, Central Bank, US Dollars",A,Q,IMF,BOP
192,BFOADDC_BP6_USD,"Financial Account, Other Investment, Net Acquisition of Financial Assets, Debt Instruments, Deposit-taking Corporations, Except the Central Bank, US Dollars",A,Q,IMF,BOP
193,BFOADG_BP6_USD,"Financial Account, Other Investment, Net Acquisition of Financial Assets, Debt Instruments, General Government, US Dollars",A,Q,IMF,BOP
194,BFOADOF_BP6_USD,"Financial Account, Other Investment, Net Acquisition of Financial Assets, Debt Instruments, Other Sectors, Of which: Other Financial Corporations, US Dollars",A,Q,IMF,BOP
195,BFOADO_BP6_USD,"Financial Account, Other Investment, Net Acquisition of Financial Assets, Debt Instruments, Other Sectors, US Dollars",A,Q,IMF,BOP
196,BFOAD_BP6_USD,"Financial Account, Other Investment, Net Acquisition of Financial Assets, Debt Instruments, US Dollars",A,Q,IMF,BOP
197,BFOAE_BP6_EUR,"Financial Account, Other Investment, Other Equity, Net Acquisition of Financial Assets, Euros",A,Q,IMF,BOP
198,BFOAE_BP6_USD,"Financial Account, Other Investment, Other Equity, Net Acquisition of Financial Assets, US Dollars",A,Q,IMF,BOP
199,BFOA_BP6_EUR,"Financial Account, Other Investment, Net Acquisition of Financial Assets, Euros",A,Q,IMF,BOP
200,BFOA_BP6_USD,"Financial Account, Other Investment, Net Acquisition of Financial Assets, US Dollars",A,Q,IMF,BOP
201,BFOA_BP6_XDC,"Financial Account, Other Investment, Net Acquisition of Financial Assets, National Currency",A,Q,IMF,BOP
202,BFOCDACB_BP6_EUR,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Central Banks, Euros",A,Q,IMF,BOP
203,BFOCDACB_BP6_USD,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Central Banks, US Dollars",A,Q,IMF,BOP
204,BFOCDACB_BP6_XDC,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Central Banks, National Currency",A,Q,IMF,BOP
205,BFOCDACB_L_BP6_EUR,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Central Banks, Long-term, Euros",A,Q,IMF,BOP
206,BFOCDACB_L_BP6_USD,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Central Banks, Long-term, US Dollars",A,Q,IMF,BOP
207,BFOCDACB_S_BP6_EUR,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Central Banks, Short-term, Euros",A,Q,IMF,BOP
208,BFOCDACB_S_BP6_USD,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Central Banks, Short-term, US Dollars",A,Q,IMF,BOP
209,BFOCDADCIB_BP6_EUR,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, Of which: Interbank Positions, Euros",A,Q,IMF,BOP
210,BFOCDADCIB_BP6_USD,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, Of which: Interbank Positions, US Dollars",A,Q,IMF,BOP
211,BFOCDADC_BP6_EUR,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, Euros",A,Q,IMF,BOP
212,BFOCDADC_BP6_USD,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, US Dollars",A,Q,IMF,BOP
213,BFOCDADC_BP6_XDC,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, National Currency",A,Q,IMF,BOP
214,BFOCDADC_L_BP6_EUR,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, Of which: Interbank Positions, Long-term, Euros",A,Q,IMF,BOP
215,BFOCDADC_L_BP6_USD,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, Of which: Interbank Positions, Long-term, US Dollars",A,Q,IMF,BOP
216,BFOCDADC_S_BP6_EUR,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, Of which: Interbank Positions, Short-term, Euros",A,Q,IMF,BOP
217,BFOCDADC_S_BP6_USD,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, Of which: Interbank Positions, Short-term, US Dollars",A,Q,IMF,BOP
218,BFOCDAG_BP6_EUR,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, General Government, Euros",A,Q,IMF,BOP
219,BFOCDAG_BP6_USD,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, General Government, US Dollars",A,Q,IMF,BOP
220,BFOCDAG_BP6_XDC,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, General Government, National Currency",A,Q,IMF,BOP
221,BFOCDAG_L_BP6_EUR,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, General Government, Long-term, Euros",A,Q,IMF,BOP
222,BFOCDAG_L_BP6_USD,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, General Government, Long-term, US Dollars",A,Q,IMF,BOP
223,BFOCDAG_S_BP6_EUR,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, General Government, Short-term, Euros",A,Q,IMF,BOP
224,BFOCDAG_S_BP6_USD,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, General Government, Short-term, US Dollars",A,Q,IMF,BOP
225,BFOCDAMA_BP6_EUR,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Monetary Authorities (Where Relevant), Euros",A,Q,IMF,BOP
226,BFOCDAMA_BP6_USD,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Monetary Authorities (Where Relevant), US Dollars",A,Q,IMF,BOP
227,BFOCDAMA_L_BP6_EUR,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Monetary Authorities (Where Relevant), Long-term, Euros",A,Q,IMF,BOP
228,BFOCDAMA_L_BP6_USD,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Monetary Authorities (Where Relevant), Long-term, US Dollars",A,Q,IMF,BOP
229,BFOCDAMA_S_BP6_EUR,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Monetary Authorities (Where Relevant), Short-term, Euros",A,Q,IMF,BOP
230,BFOCDAMA_S_BP6_USD,"Financial Account, Other Investment, Currency and Deposits, Net Acquisition of Financial Assets, Monetary Authorities (Where Relevant), Short-term, US Dollars",A,Q,IMF,BOP
